funded_amnt,int_rate,installment,emp_length,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,loan_status_binary,verification_status_encoded
12800,5.32,385.47,10.5,61500,27.4,0,720,724,0,15,0,26954,28,0,1,0,0,0,-1
16000,13.99,546.77,10.5,83000,34.93,0,680,684,1,23,0,75858,32,0,0,0,1,1,0
20000,17.27,499.96,4,65000,29.21,0,670,674,2,11,1,3449,41,0,1,0,0,1,1
20000,9.17,637.58,10.5,100000,26.37,0,670,674,0,23,0,25246,48,0,1,0,0,1,-1
7000,13.99,239.21,10.5,52000,33.37,0,660,664,1,11,0,35910,16,0,0,1,0,1,0
35000,10.78,757.16,10.5,102000,17.2,0,785,789,0,18,0,19830,42,0,0,0,1,0,1
9575,13.44,324.66,8,62000,32.93,0,715,719,1,8,0,8673,25,0,1,0,0,1,1
19300,11.48,424.27,1,45000,23.07,0,715,719,0,17,1,9173,27,0,1,0,0,1,-1
35000,13.44,1186.72,10.5,150000,9.73,0,700,704,0,11,0,30188,32,0,1,0,0,1,1
19800,13.99,676.63,3,110000,8.35,1,680,684,1,11,0,2926,21,0,1,0,0,0,-1
24000,7.91,485.61,10.5,80000,22.91,0,715,719,0,15,0,68422,28,0,1,0,0,1,-1
35000,19.89,925.15,3,100000,22.7,0,740,744,0,5,0,2787,16,0,0,0,1,0,1
3975,17.27,142.26,10.5,43000,34.3,0,705,709,0,10,0,11294,20,0,1,0,0,1,0
25000,7.49,777.55,3,130000,12.83,0,700,704,2,15,0,43438,28,0,1,0,0,1,1
3475,19.48,128.23,2,23000,34.08,0,705,709,0,13,0,6608,18,0,1,0,0,1,1
33600,20.5,899.57,6,79000,7.75,0,690,694,1,11,0,20087,24,0,1,0,0,1,0
15000,13.44,508.6,3,42000,28.2,0,690,694,1,16,0,7954,34,0,0,0,1,1,0
4200,9.8,135.13,6,130000,6.8,0,820,824,0,9,0,1598,11,0,0,1,0,1,-1
12500,9.17,398.49,5,47553,17.39,0,720,724,0,19,0,8962,26,0,1,0,0,1,1
5000,11.99,166.05,10.5,30000,22.04,1,690,694,3,14,1,3600,29,0,0,0,1,1,1
2000,9.17,63.76,10.5,145000,16.44,0,670,674,0,19,0,28907,40,0,0,0,1,1,-1
25000,18.49,641.52,4,90000,33.8,0,675,679,0,16,0,33245,24,0,1,0,0,1,-1
14400,8.49,454.51,10.5,55000,25.64,1,665,669,0,22,0,15485,45,0,1,0,0,1,-1
18000,6.99,555.71,10.5,430000,19.62,0,705,709,1,23,0,164536,48,0,1,0,0,1,0
20000,13.44,678.13,10.5,97000,26.5,0,690,694,2,28,0,20308,49,0,1,0,0,1,0
32725,28.99,1038.56,3,75000,19.85,3,670,674,1,17,0,3303,35,0,1,0,0,0,1
35000,9.8,1126.07,8,102000,8.32,0,725,729,0,7,0,15093,16,0,0,0,1,1,1
27350,19.48,716.72,3,120000,24.12,0,700,704,1,10,0,7421,37,0,0,0,1,1,-1
7175,15.77,251.44,2,24960,13.7,0,680,684,3,13,0,5952,20,0,1,0,0,1,-1
9000,9.17,286.92,3,57600,17.29,0,665,669,3,9,0,8130,16,0,1,0,0,1,-1
11000,13.99,255.9,2,50000,16.03,0,660,664,2,11,1,11256,15,0,0,1,0,1,1
5000,8.49,157.82,10.5,45000,2.93,0,675,679,0,5,1,3121,12,0,0,0,1,1,-1
27000,14.85,640.21,10.5,150000,22.68,0,675,679,0,18,0,27479,35,0,1,0,0,1,-1
9000,12.88,302.73,9,26500,20.39,0,705,709,1,8,1,389,18,0,0,0,1,1,0
12000,19.89,317.2,5,105000,27.85,0,675,679,2,25,0,11657,51,0,1,0,0,0,-1
10000,14.85,345.92,5,27000,25.91,0,695,699,0,9,0,3806,26,0,0,0,1,0,1
10000,8.49,315.63,2,85000,15.25,0,665,669,1,9,1,8480,38,0,1,0,0,0,1
25000,14.85,592.79,9,125000,14.71,2,670,674,0,8,0,20184,25,0,1,0,0,1,1
20000,14.85,474.23,0.5,75000,11.68,0,670,674,1,8,1,5748,28,0,1,0,0,0,1
3000,12.88,100.91,10.5,52201.91,14.85,0,675,679,0,8,0,8824,32,0,0,0,1,1,-1
6000,11.48,197.8,10.5,70000,23.98,0,675,679,1,13,0,11247,22,0,0,1,0,1,1
10000,14.85,345.92,1,28000,8.32,0,665,669,0,4,0,6167,6,0,0,0,1,0,1
32000,9.17,666.92,5,125000,11.7,0,690,694,0,18,1,75512,42,0,1,0,0,1,1
22550,18.99,584.84,10.5,60000,37.18,0,665,669,0,14,1,16657,24,0,1,0,0,1,1
22400,6.49,686.44,0.5,115000,12,0,815,819,0,22,0,6042,51,0,1,0,0,1,-1
18000,9.8,380.68,10.5,75000,17.12,0,715,719,1,25,0,19898,39,0,0,0,1,0,-1
12000,11.48,395.6,6,242000,18.35,0,670,674,1,14,0,72455,34,0,1,0,0,1,1
25000,7.91,782.38,5,75000,27.76,0,720,724,0,16,0,23362,38,0,1,0,0,1,-1
4800,13.99,164.03,7,100000,28.21,0,720,724,1,13,0,61500,31,0,1,0,0,1,0
10800,9.17,344.3,0.5,47000,5.98,1,670,674,0,6,0,7527,11,0,0,0,1,1,1
20800,11.99,462.58,10.5,141000,18.23,0,675,679,0,16,0,23155,27,0,0,0,1,0,1
24000,11.48,791.2,1,65000,30.39,0,680,684,0,19,0,46306,26,0,1,0,0,1,0
8000,10.78,261.08,10.5,100000,17.2,1,670,674,1,9,0,57856,24,0,1,0,0,1,0
10775,19.89,284.82,0.5,24500,24.89,0,680,684,1,7,0,12341,9,0,0,0,1,0,1
14000,6.49,429.03,10.5,42000,19.17,0,715,719,0,9,0,7997,17,0,0,0,1,1,-1
35000,9.17,1115.77,10.5,83000,23.73,0,685,689,0,22,1,14898,37,0,0,0,1,1,0
13200,6.99,407.52,10.5,90000,30.61,1,750,754,0,15,0,39011,38,0,0,1,0,1,-1
21600,5.32,650.48,2,70000,21.38,1,730,734,2,14,0,9742,51,0,1,0,0,1,-1
7500,10.78,244.76,10.5,34000,15.64,0,705,709,1,6,1,3385,12,0,0,0,1,1,-1
23000,7.91,465.37,9,120000,5.24,0,705,709,1,11,0,11644,18,0,0,1,0,1,-1
5000,11.99,166.05,10.5,60900,34.01,1,660,664,3,12,2,4539,38,0,1,0,0,0,0
17000,9.17,354.3,0.5,75000,7.55,0,700,704,1,10,0,16896,21,0,0,0,1,1,-1
10000,6.49,306.45,2,62400,19.75,0,720,724,0,12,0,10564,13,0,0,0,1,1,-1
16800,7.91,525.76,10.5,140000,10.57,0,695,699,1,7,0,25271,17,0,0,0,1,0,0
12000,17.97,304.53,2,71400,37.48,0,665,669,0,20,0,69713,47,0,1,0,0,1,0
15000,13.44,508.6,10.5,55000,11.63,0,710,714,0,9,0,8806,18,0,0,0,1,1,0
18000,11.48,593.4,0.5,70000,22.33,0,680,684,0,10,0,12065,16,0,0,0,1,1,0
13450,22.45,374.93,1,40000,29.43,0,680,684,2,10,0,22562,16,0,0,0,1,0,1
5000,9.17,159.4,10.5,45000,15.47,3,660,664,0,10,0,11099,19,0,0,0,1,1,1
9000,6.49,275.81,7,60000,17.52,0,695,699,0,7,1,6521,13,0,1,0,0,1,-1
10000,17.27,249.98,5,50000,33.35,0,700,704,0,13,0,6592,41,0,0,0,1,1,-1
10800,17.97,274.08,10.5,72000,36.07,0,675,679,1,19,1,5621,30,0,0,0,1,1,0
16000,12.88,363.07,2,160000,31.57,0,685,689,1,19,0,26978,57,0,1,0,0,1,1
10000,7.49,311.02,10.5,35000,18.11,0,705,709,0,7,0,8932,17,0,0,1,0,1,1
12300,11.99,408.48,10.5,28000,29.58,1,705,709,1,25,0,16976,39,0,1,0,0,1,-1
20000,13.44,678.13,6,42000,32.8,0,660,664,0,10,0,24477,30,0,0,0,1,1,0
15000,10.78,489.52,3,37000,26.69,0,695,699,1,11,0,11484,11,0,0,0,1,1,0
9150,9.8,294.39,8,52000,6.77,0,735,739,0,9,0,8774,13,0,0,0,1,1,1
21600,13.44,496.35,10.5,69000,8.49,0,695,699,1,11,0,18660,12,0,0,0,1,1,0
16750,16.59,412.6,10.5,64296,17.45,0,660,664,0,12,1,9068,45,0,1,0,0,0,1
35000,21.48,956.35,10.5,76000,28.41,1,670,674,2,10,0,39977,14,0,0,0,1,1,0
30000,19.89,792.99,1,100000,12.41,0,690,694,2,11,0,15687,15,0,1,0,0,1,1
15000,11.48,494.5,10.5,65000,23.73,0,690,694,1,9,0,9036,20,0,1,0,0,1,1
20000,7.49,622.04,6,51136,38.63,0,715,719,0,9,0,43903,14,0,0,0,1,1,0
3000,17.27,107.37,6,85000,4.64,0,715,719,1,3,0,378,14,0,1,0,0,1,-1
1600,16.59,56.72,7,45000,28.24,0,665,669,4,17,1,10425,28,0,1,0,0,1,1
2400,17.97,86.73,0.5,25000,16.03,0,685,689,0,11,0,1636,11,0,0,0,1,1,0
19200,18.99,703.7,0.5,230000,9.27,1,665,669,0,7,1,9,32,0,0,0,1,0,1
20400,6.99,629.8,4,152000,10.11,0,700,704,0,8,0,14007,23,0,0,0,1,1,-1
8000,7.91,250.36,10.5,40000,21.45,0,720,724,1,8,0,7716,20,0,1,0,0,1,-1
30000,12.88,680.76,10.5,136000,26.75,0,715,719,0,12,0,16911,30,0,1,0,0,1,0
21000,11.99,697.41,9,50000,21.38,0,695,699,0,8,1,7988,18,0,1,0,0,1,0
35000,8.49,1104.71,3,70000,31.63,0,730,734,0,9,0,37239,26,0,0,0,1,1,1
15000,7.49,466.53,4,56000,32.77,0,710,714,0,13,0,5498,24,0,0,0,1,1,-1
18000,12.88,605.46,10.5,135000,23.44,0,685,689,1,13,0,38270,45,0,1,0,0,1,0
21550,19.48,564.73,6,65000,21.96,0,670,674,0,7,0,17964,14,0,0,0,1,0,-1
20000,12.88,453.84,10.5,47000,37.04,0,715,719,0,17,0,31289,26,0,0,0,1,1,1
30000,14.85,711.34,10.5,211000,31.71,0,700,704,0,18,0,25404,27,0,1,0,0,1,-1
15000,9.17,478.19,9,45000,20.83,0,700,704,1,12,0,10241,14,0,1,0,0,1,0
4250,14.85,147.02,8,29000,16.72,0,765,769,1,9,0,1099,16,0,1,0,0,0,1
26400,13.99,902.17,9,60000,37.92,0,750,754,0,10,0,15257,27,0,1,0,0,1,-1
14400,15.77,504.63,1,40000,36.93,0,670,674,0,9,1,15075,25,0,0,0,1,1,-1
28000,6.99,864.44,3,600000,7.77,0,745,749,0,14,0,35586,32,0,1,0,0,1,1
7450,9.17,237.5,6,53490,24.61,0,700,704,0,16,0,7063,28,0,1,0,0,1,-1
11000,11.48,362.64,5,36000,11.2,0,670,674,3,12,3,6368,31,0,0,0,1,1,1
21000,5.32,632.42,1,55000,25.13,1,710,714,2,15,0,26651,23,0,0,0,1,1,-1
8000,9.8,257.39,10.5,60000,4.98,0,705,709,0,15,0,5762,34,0,0,1,0,1,1
6500,10.78,212.13,3,35000,12.14,0,670,674,0,10,0,6274,23,0,1,0,0,1,1
5500,7.91,172.13,0.5,49500,14.19,0,705,709,1,19,0,20157,33,0,0,0,1,1,1
21000,10.78,454.3,10.5,59000,26.02,0,720,724,0,16,0,26434,26,0,1,0,0,0,-1
20000,7.49,622.04,5,130000,13.5,0,715,719,1,16,0,29759,33,0,1,0,0,1,-1
7000,11.48,230.77,7,78000,20.26,0,705,709,1,14,0,5859,26,0,1,0,0,1,0
7425,17.27,265.73,1,75000,16.21,0,690,694,1,10,0,3019,20,0,0,0,1,0,1
5000,14.85,172.96,8,53000,22.72,0,670,674,4,26,0,23790,41,0,0,0,1,1,1
15000,9.8,317.24,8,100350,8.6,0,705,709,0,8,0,11115,16,0,1,0,0,1,-1
6800,11.99,225.83,1,20000,3,0,755,759,0,2,0,118,4,0,0,1,0,0,1
35000,17.97,888.2,10.5,80000,17.94,0,715,719,0,6,0,31975,18,0,0,0,1,1,1
20000,8.49,631.26,1,175000,17.51,0,665,669,1,10,0,70025,24,0,0,0,1,1,1
15000,7.49,466.53,1,115000,8.98,2,705,709,1,13,0,10689,37,0,1,0,0,1,0
12950,18.99,474.63,0.5,36000,27.93,0,685,689,4,21,0,6665,44,0,0,0,1,1,0
18000,14.85,426.81,10.5,66000,30.02,0,670,674,0,20,0,12635,26,0,0,0,1,0,0
26000,15.77,629.1,10.5,60000,31.06,1,695,699,2,13,0,23285,28,0,0,1,0,1,1
12000,6.49,367.74,7,117000,23.83,0,685,689,0,18,1,12033,32,0,1,0,0,1,1
15000,7.49,466.53,2,68201,14.99,0,710,714,0,4,0,9442,8,0,0,0,1,1,1
12000,5.32,361.38,9,56000,16.67,0,740,744,1,9,0,12083,14,0,0,0,1,1,-1
18000,10.78,389.4,1,38000,30.92,0,700,704,1,25,1,21053,35,0,1,0,0,0,-1
5000,9.17,159.4,2,125000,28.45,1,685,689,0,15,0,31537,31,0,0,0,1,0,0
5000,12.88,168.19,10.5,80000,18.05,0,680,684,1,18,0,11959,39,0,0,1,0,1,1
13200,22.45,507.2,3,41300,30.08,0,700,704,0,12,0,8007,23,0,0,0,1,0,0
4200,17.27,150.31,3,106000,5.19,4,670,674,0,5,0,6,18,0,0,0,1,0,1
25000,9.8,528.72,0.5,142000,13.62,0,705,709,0,22,3,36997,31,0,1,0,0,1,-1
7500,5.32,225.87,2,112000,6.24,0,730,734,0,12,0,15159,28,0,0,0,1,1,1
4900,18.49,178.36,2,35000,21.95,0,670,674,1,7,0,9657,11,0,0,0,1,1,-1
12225,15.77,428.41,1,55000,8.27,0,735,739,0,5,0,3765,5,0,0,0,1,1,-1
14000,19.48,366.88,2,40280,24.88,0,665,669,1,7,0,5959,14,0,0,0,1,1,0
28000,11.99,929.87,10.5,135000,17.01,3,675,679,0,11,0,27338,23,0,1,0,0,1,-1
18650,17.27,667.44,4,37300,16.12,0,665,669,0,12,0,21641,19,0,1,0,0,0,-1
9600,9.17,306.04,10.5,53000,29.39,0,790,794,0,19,0,8161,34,0,1,0,0,1,-1
6000,9.17,191.28,0.5,65000,10.43,2,670,674,2,15,0,9012,33,0,1,0,0,1,1
5000,13.44,169.54,9,35500,18.73,0,680,684,0,9,0,4932,10,0,0,0,1,1,1
12000,10.78,259.6,3,27000,23.38,0,720,724,0,11,0,12610,25,0,0,1,0,1,-1
16000,11.99,355.84,10.5,58074,10.91,0,690,694,1,7,0,1366,26,0,0,1,0,1,1
7000,6.49,214.52,5,52000,8.14,0,685,689,0,5,0,4297,17,0,1,0,0,1,-1
30000,21.48,819.73,10.5,60000,5.32,0,775,779,0,7,0,8120,24,0,1,0,0,1,1
12000,9.17,382.55,9,48000,19.65,0,665,669,0,17,1,8197,44,0,1,0,0,1,1
20000,22.45,557.51,9,80000,9.05,0,680,684,0,4,0,2663,22,0,0,0,1,0,1
20000,12.88,672.73,3,100000,21.41,0,680,684,2,7,0,20891,8,0,0,0,1,1,1
16000,9.8,514.78,3,207000,12.07,4,660,664,0,9,0,14689,21,0,1,0,0,0,-1
6300,18.49,229.32,8,30000,13.4,0,665,669,2,7,1,6883,16,0,1,0,0,1,0
14000,11.99,464.94,3,104000,7.59,0,665,669,0,6,0,16479,6,0,0,0,1,1,1
20000,10.78,652.7,10.5,43680,18.74,0,715,719,0,9,0,21217,17,0,0,0,1,1,0
6000,12.88,201.82,10.5,55000,19.38,0,695,699,0,3,0,5871,11,0,0,0,1,1,1
20000,12.88,453.84,10.5,56868,18.63,0,660,664,0,6,0,16942,14,0,1,0,0,1,0
10000,17.97,361.38,9,34500,35.23,0,670,674,3,15,0,15573,20,0,0,0,1,1,1
6000,6.49,183.87,7,72000,25.08,1,750,754,0,8,0,12870,22,0,1,0,0,1,1
25000,7.49,777.55,10.5,100000,29.15,0,705,709,0,16,0,18023,42,0,1,0,0,1,-1
28000,9.8,592.17,10.5,108000,8.82,1,700,704,1,16,0,28425,43,0,1,0,0,1,1
13500,11.99,300.24,1,60000,22.14,0,740,744,0,14,0,4364,16,0,0,0,1,1,-1
16000,13.99,372.21,2,56000,18.17,0,690,694,0,7,0,3596,16,0,0,0,1,0,-1
21500,14.85,509.8,5,59404,30.77,0,700,704,0,6,0,39275,17,0,0,0,1,1,1
16000,8.49,505.01,10.5,102000,35.88,1,725,729,0,12,0,17902,28,0,1,0,0,0,-1
6000,7.49,186.61,2,31000,4.76,0,760,764,0,4,0,5504,9,0,0,0,1,1,1
12000,13.44,275.75,7,50000,21.32,3,665,669,0,11,0,10034,35,0,1,0,0,0,-1
15000,13.99,512.6,0.5,110000,15.66,0,700,704,2,14,1,25113,45,0,0,0,1,1,0
1000,13.99,34.18,1,30000,29.8,0,705,709,1,13,0,10220,18,0,0,0,1,1,1
24000,8.49,757.51,10.5,210000,14.85,0,695,699,1,14,0,61721,38,0,1,0,0,1,1
14825,19.89,391.87,9,60000,33.44,1,665,669,0,9,1,1517,23,0,0,0,1,0,1
10000,11.48,329.67,10.5,49000,21.7,0,675,679,0,10,0,4461,21,0,1,0,0,1,0
30000,13.99,1025.19,2,65056,17.56,1,680,684,0,10,0,2706,22,0,0,0,1,0,0
35000,9.8,1126.07,7,95000,3.2,0,745,749,0,9,0,7261,18,0,1,0,0,1,0
1200,17.27,42.95,10.5,28000,16.8,1,675,679,2,8,0,1737,36,0,0,0,1,1,0
5925,17.97,214.12,10.5,23000,17.28,0,660,664,3,7,2,3317,15,0,0,0,1,1,0
18500,21.48,505.5,2,98600,25.07,0,740,744,2,22,0,30963,53,0,1,0,0,-1,-1
10800,14.85,373.6,6,45000,12.27,0,695,699,2,7,0,18349,19,0,0,0,1,1,1
12000,5.32,361.38,2,65000,21.03,0,685,689,0,12,0,7122,16,0,0,0,1,1,-1
10000,13.99,341.73,0.5,90000,5.89,0,695,699,1,5,0,5102,7,0,0,0,1,1,1
22000,7.49,684.24,10.5,92000,13.94,0,705,709,1,24,0,21456,62,0,1,0,0,1,0
6000,10.78,195.81,10.5,81000,1.9,0,690,694,0,6,0,3692,8,0,1,0,0,1,0
24000,6.99,740.95,8,90000,24.48,0,780,784,0,11,0,17028,35,0,1,0,0,1,-1
13000,6.99,401.35,8,48000,25.53,0,735,739,0,14,0,13863,25,0,1,0,0,1,-1
12000,5.32,361.38,10.5,100000,10.4,0,765,769,0,11,0,5595,27,0,1,0,0,1,-1
8175,13.99,279.37,2,24000,3.95,0,675,679,0,2,0,3355,10,0,0,0,1,1,0
12000,8.49,246.15,2,75000,28.86,0,770,774,2,17,0,22062,41,0,1,0,0,1,1
23000,17.27,574.96,8,50000,31.66,2,670,674,1,17,0,12935,40,0,0,0,1,1,1
20000,11.48,659.33,5,140000,22.92,0,675,679,1,11,1,9065,29,0,1,0,0,0,-1
29025,18.99,752.77,10.5,79000,30.38,1,660,664,0,10,0,13841,18,0,1,0,0,1,1
5000,5.32,150.58,10.5,42000,20,0,755,759,0,8,0,14532,22,0,1,0,0,1,-1
2000,11.99,66.42,5,85000,7.72,0,735,739,1,7,0,0,63,0,0,0,1,0,1
8000,11.48,263.74,10.5,52000,30.09,2,680,684,0,6,0,173,38,0,0,1,0,1,0
16000,10.64,345.02,10.5,62000,15.95,1,695,699,0,14,0,14939,35,0,1,0,0,1,-1
25000,8.49,512.8,5,100000,19.56,1,710,714,1,16,0,20788,34,0,1,0,0,1,1
10000,9.17,318.79,10.5,70000,6.33,0,680,684,1,10,0,16473,23,0,0,1,0,1,1
22000,11.99,730.61,3,55000,8.68,0,685,689,0,4,0,4871,9,0,1,0,0,1,0
9600,11.48,316.48,10.5,80000,12.03,0,675,679,1,18,0,30531,34,0,0,0,1,0,1
2000,14.85,69.19,7,30000,20.6,0,680,684,0,4,1,3701,4,0,0,0,1,1,1
3650,13.44,123.76,3,70000,13.8,0,700,704,0,19,0,27666,31,0,1,0,0,1,1
12600,11.99,280.22,6,95000,18.27,0,670,674,0,17,0,20383,37,0,1,0,0,1,1
16625,23.13,469.91,10.5,46200,21.58,1,660,664,0,12,1,12546,17,0,1,0,0,0,0
32000,14.85,1106.95,7,80000,12.8,0,710,714,2,13,1,10343,22,0,0,0,1,0,0
10000,22.45,278.76,10.5,37000,32.47,0,675,679,1,16,0,33939,21,0,0,0,1,1,0
10000,9.8,321.74,8,48000,24.33,0,710,714,0,6,2,555,15,0,0,0,1,1,-1
9000,10.78,293.72,10.5,36500,27.39,0,665,669,2,18,1,11630,24,0,0,0,1,1,0
16000,6.99,493.97,4,125000,9.74,0,695,699,1,10,3,24645,31,0,0,0,1,0,-1
30000,9.8,965.21,8,100000,20.82,0,710,714,0,14,0,24829,30,0,1,0,0,1,0
26425,6.49,809.78,10.5,52874,2.81,0,820,824,1,10,0,5788,34,0,0,1,0,0,0
4000,11.48,131.87,10.5,44000,14.46,0,670,674,1,8,0,16229,19,0,0,0,1,0,1
8000,8.49,252.51,7,150000,33.01,1,690,694,0,25,0,61262,39,0,1,0,0,1,-1
9600,6.49,294.19,4,102000,14.09,0,730,734,1,13,0,29854,33,0,0,0,1,1,-1
8000,11.99,265.68,3,127963,25.13,0,685,689,0,16,0,29607,43,0,1,0,0,1,0
18000,13.99,418.74,10.5,71500,16.2,0,705,709,1,15,0,19222,20,0,1,0,0,1,-1
16000,9.17,333.46,10.5,50000,19.96,0,720,724,0,15,0,11339,21,0,1,0,0,1,0
7200,12.88,242.19,8,75000,18.08,0,685,689,0,15,0,12923,26,0,1,0,0,1,-1
35000,11.99,1162.34,3,150000,13.6,0,660,664,0,8,0,24007,24,0,1,0,0,1,1
23000,5.32,692.64,5,58835,26.62,0,735,739,0,12,0,24073,21,0,0,0,1,1,-1
5000,9.17,159.4,10.5,150000,2.95,0,680,684,0,7,0,10776,17,0,1,0,0,1,1
35000,18.49,898.13,3,129047,38.16,0,705,709,1,11,0,56500,19,0,1,0,0,1,0
9700,17.97,350.54,7,40000,20.97,0,670,674,3,25,1,8844,39,0,0,0,1,0,1
20000,15.77,483.93,10.5,72000,6.17,1,665,669,0,14,0,10133,27,0,1,0,0,1,-1
20000,12.88,453.84,10.5,49000,18.98,0,720,724,2,7,0,17264,11,0,1,0,0,1,-1
20000,15.77,483.93,10.5,60000,9.02,0,685,689,1,6,3,195,37,0,0,1,0,1,1
25000,13.44,847.66,10.5,144993,15.85,0,690,694,0,12,0,23455,24,0,1,0,0,1,1
20000,7.91,625.9,0.5,132000,24.67,0,715,719,0,16,0,22003,44,0,1,0,0,1,1
10000,14.85,237.12,6,45000,19.78,0,695,699,1,17,0,3562,32,0,1,0,0,1,-1
4200,18.49,152.88,10.5,45000,20.13,0,670,674,0,6,0,16493,8,0,1,0,0,1,0
14000,11.48,307.76,9,55000,23.89,0,690,694,0,8,0,20512,25,0,1,0,0,1,1
16725,23.13,472.74,7,68190,30.14,0,660,664,0,17,0,35370,22,0,0,1,0,1,-1
26400,19.48,691.83,10.5,100000,35.17,0,665,669,2,24,0,31322,45,0,1,0,0,1,-1
18075,13.99,420.48,7,70000,25.32,0,710,714,0,10,1,4294,17,0,1,0,0,1,0
12000,10.78,391.62,1,136000,15.11,1,670,674,3,17,0,2450,43,0,0,0,1,1,1
7500,8.49,236.73,8,42500,9.74,0,735,739,0,6,0,3357,9,0,0,0,1,1,-1
25000,6.49,766.12,2,80000,11.99,0,705,709,0,19,0,62041,31,0,0,1,0,1,-1
28000,7.91,876.26,10.5,165000,14.91,0,755,759,0,17,0,30061,25,0,1,0,0,1,-1
11000,9.17,350.67,10.5,32000,13.73,0,670,674,0,9,1,10643,17,0,0,0,1,1,0
3400,12.88,114.37,6,54800,12.11,0,680,684,0,8,0,8371,23,0,1,0,0,0,1
10000,11.48,329.67,4,85000,22.91,0,685,689,0,12,0,13373,17,0,0,0,1,1,-1
20000,11.48,659.33,8,60000,26.42,0,675,679,1,7,0,20616,26,0,0,0,1,1,1
12000,5.32,361.38,4,100000,19.67,0,810,814,0,17,0,3338,31,0,1,0,0,0,-1
35000,7.49,1088.56,7,250000,13.05,0,715,719,1,12,0,22323,32,0,1,0,0,1,1
15000,11.99,333.6,10.5,61000,17.61,0,700,704,1,10,1,11506,16,0,0,0,1,0,-1
35000,13.44,1186.72,0.5,175000,18.36,2,665,669,2,9,0,104635,21,0,0,0,1,0,1
9500,7.91,297.31,6,65000,21.86,0,685,689,4,15,1,13584,28,0,0,0,1,1,0
25000,11.99,555.99,8,110000,7.53,0,690,694,0,6,0,25245,24,0,1,0,0,1,1
9000,10.78,293.72,2,26000,12,1,665,669,0,7,0,8190,10,0,0,0,1,1,1
16000,9.17,510.07,3,70000,8.71,0,670,674,2,13,0,12295,48,0,0,0,1,1,1
10000,7.49,311.02,2,60000,20.18,0,680,684,0,9,0,12658,36,0,0,0,1,0,1
6100,11.48,201.1,10.5,75000,15.04,1,695,699,3,15,0,12006,29,0,1,0,0,1,1
11750,16.59,289.44,3,35000,13.74,0,720,724,0,11,0,6927,25,0,0,0,1,1,-1
35000,17.27,1252.56,10.5,106000,13.52,0,665,669,0,8,0,34844,14,0,1,0,0,1,0
25000,18.99,648.38,10.5,80000,13.62,0,740,744,1,15,0,25047,37,0,1,0,0,1,-1
16000,11.99,531.36,10.5,97000,24.35,0,690,694,0,17,0,22612,29,0,1,0,0,0,0
15000,12.88,340.38,4,44952,23.89,0,690,694,1,16,0,13364,23,0,1,0,0,0,1
10000,8.49,315.63,10.5,70000,1.65,0,670,674,0,8,0,3138,37,0,1,0,0,0,-1
15725,11.48,345.68,8,60000,27.96,0,725,729,0,24,0,12608,56,0,1,0,0,0,-1
17000,20.5,455.14,2,50000,34.69,0,675,679,1,9,0,8154,19,0,0,0,1,-1,-1
5000,10.78,163.18,2,30000,22.24,0,665,669,0,6,0,10056,9,0,1,0,0,1,0
16000,10.78,522.16,4,90000,15.36,0,660,664,2,19,2,12000,37,0,1,0,0,1,1
24000,7.91,751.08,4,95000,13.11,0,675,679,0,10,0,27017,24,0,1,0,0,1,-1
10000,12.88,336.37,0.5,39400,32.44,0,715,719,0,7,0,6070,11,0,0,0,1,1,1
30000,13.44,689.37,10.5,130000,19.36,1,670,674,1,9,0,18428,14,0,0,0,1,1,0
4000,9.17,127.52,1,21000,12.59,1,705,709,0,11,0,4166,13,0,0,0,1,1,1
24000,13.99,558.32,3,82000,25.71,0,710,714,1,23,0,29692,44,0,0,0,1,0,0
10000,5.32,301.15,10.5,85000,16.87,0,715,719,1,10,0,29207,24,0,1,0,0,1,-1
3600,7.49,111.97,4,55000,11.06,1,690,694,0,5,0,5505,7,0,0,0,1,0,1
8000,11.48,263.74,10.5,65000,24.5,0,670,674,0,17,0,8498,36,0,1,0,0,1,1
15375,17.97,555.62,10.5,55000,21.91,1,665,669,0,13,0,14526,16,0,1,0,0,1,0
5000,6.49,153.23,10.5,40000,14.94,0,705,709,0,9,0,1580,25,0,1,0,0,1,0
20625,18.99,534.92,3,110000,19.29,0,675,679,0,5,2,2024,23,0,1,0,0,0,1
10000,11.99,222.4,10.5,60000,14.54,0,675,679,0,15,0,21565,19,0,0,0,1,0,-1
21000,5.32,632.42,6,90156,34.77,0,780,784,0,20,0,1534,33,0,1,0,0,1,-1
20800,13.44,477.97,9,50000,35.57,0,675,679,0,9,0,39096,13,0,1,0,0,1,1
10500,13.44,356.02,4,25000,27.84,0,660,664,0,6,0,5414,19,0,0,1,0,1,1
30000,10.78,979.04,5,90000,17.43,0,660,664,0,13,0,62843,29,0,0,0,1,1,1
12000,5.32,361.38,10.5,100000,19.33,0,805,809,0,19,0,21306,30,0,1,0,0,1,-1
16000,7.91,500.72,7,115000,13.73,0,720,724,2,17,0,13881,43,0,0,0,1,1,0
24025,11.99,797.86,0.5,125000,14.89,0,690,694,2,13,2,17630,35,0,1,0,0,1,0
23225,8.49,476.39,1,80000,13.22,0,730,734,0,10,0,14036,16,0,1,0,0,1,-1
